obs,spp_names,record_num,data_source,source_page,phylum,class,order,family,genus,species,habitat,source,life hist,geo_location,lat,long,acclim_type,acclim_period,trait_category,trait,details,temp_1,temp_2,r1.1,r1.1_se,r1.1_N,r1.1_CV,r1.1_logCV,r1.2,r1.2_se,r1.2_N,r1.2_CV,r1.2_logCV,r2.1,r2.1_se,r2.1_N,r2.1_CV,r2.1_logCV,r2.2,r2.2_se,r2.2_N,r2.2_CV,r2.2_logCV,Type,treat,ES,V_ES,units,notes
130,Sitophilus_granarius,p049_o,NA,NA,Arthropoda,Insecta,Coeloptera,Curculionidae,Sitophilus,granarius,t,c,a,NA,NA,NA,1,28,rest_MR,MR,rest,15,27,1.03,0.03,36,0.19,-1.65,3.01,0.06,36,0.11,-2.21,2.25,0.07,36,0.18,-1.69,7.18,2.12,36,1.77,0.57,Q10RR,ac,0.893651064,0.000865058,ul/mg/h,NA
131,Sitophilus_oryzae,p049_o,NA,NA,Arthropoda,Insecta,Coeloptera,Curculionidae,Sitophilus,oryzae,t,c,a,NA,NA,NA,1,28,rest_MR,MR,rest,15,27,0.81,0.04,18,0.21,-1.54,4.4,0.19,18,0.19,-1.69,1.17,0.06,18,0.21,-1.54,5.91,0.27,18,0.19,-1.64,Q10RR,ac,1.41027131,0.002988418,ul/mg/h,NA
132,Sitophilus_granarius,p050_o,NA,NA,Arthropoda,Insecta,Coeloptera,Curculionidae,Sitophilus,granarius,t,c,a,NA,NA,NA,1,28,rest_MR,MR,rest,15,27,0.55,0.05,20,0.41,-0.9,1.8,0.05,20,0.12,-2.09,0.7,0.05,20,0.32,-1.14,1.75,0.05,20,0.13,-2.06,Q10RR,ac,0.988019721,0.006275047,ul/mg/h,NA
133,Sitophilus_oryzae,p050_o,NA,NA,Arthropoda,Insecta,Coeloptera,Curculionidae,Sitophilus,oryzae,t,c,a,NA,NA,NA,1,28,rest_MR,MR,rest,15,27,0.6,0.05,20,0.37,-0.99,1.5,0.05,20,0.15,-1.9,0.67,0.05,20,0.33,-1.1,1.55,0.05,20,0.14,-1.94,Q10RR,ac,0.76357561,0.005594136,ul/mg/h,NA
134,Oncorhynchus_mykiss,p051_o,NA,NA,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,f,w,a,"Ontario, Canada",50.7,-86.05,1,14,rest_MR,MR,routine,10,20,19.3,4,5,0.46,-0.77,46,2.3,6,0.12,-2.1,10.7,1.5,4,0.28,-1.27,35.7,5,5,0.31,-1.16,Q10RR,ac,0.868536301,0.045454173,mg/h per 200 g fish,NA
135,Oncorhynchus_mykiss,p051_o,NA,NA,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,f,w,a,"Ontario, Canada",50.7,-86.05,1,14,rest_MR,MR,standard,10,20,12.1,0.5,5,0.09,-2.38,39.2,0.4,6,0.02,-3.69,8.9,0.15,4,0.03,-3.39,18.4,0.6,5,0.07,-2.62,Q10RR,ac,1.175471294,0.001811657,NA,NA
139,Rhinella marina_marina,p054_o,NA,NA,Chordata,Amphibia,Anura,Bufonidae,Rhinella marina,marina,t,w,a,"Dumaguete, Phillipines",9.316667,123.3,1,8,rest_MR,MR,rest,20,30,0.07,0.01,6,0.35,-1.05,0.24,0.05,6,0.52,-0.65,0.08,0.02,6,0.46,-0.78,0.14,0.05,6,0.87,-0.13,Q10RR,ac,1.232143681,0.063810941,ml/g-0.8/h,"sealevel, old name: Bufo marinus"
140,Occidozyga_laevis,p054_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Occidozyga,laevis,t,w,a,Lake Balinsusaya,9.353056,123.179167,1,8,rest_MR,MR,rest,20,30,0.09,0.02,6,0.41,-0.9,0.15,0.02,6,0.25,-1.37,0.11,0.02,6,0.35,-1.05,0.16,0.02,6,0.24,-1.44,Q10RR,ac,0.510825624,0.067160494,ml/g-0.8/h,900 m elevation
141,Fejervarya_cancrivora,p054_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Fejervarya,cancrivora,f,w,a,"Dumaguete, Phillipines",9.316667,123.3,1,8,rest_MR,MR,rest,20,30,0.09,0.02,6,0.54,-0.61,0.19,0.02,6,0.26,-1.36,0.13,0.02,6,0.38,-0.98,0.2,0.03,6,0.37,-1,Q10RR,ac,0.747214402,0.060463048,ml/g-0.8/h,"sealevel, old name: Rana cancrivora"
142,Hylarana_erythraea,p054_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Hylarana,erythraea,f,w,a,"Dumaguete, Phillipines",9.316667,123.3,1,8,rest_MR,MR,rest,20,30,0.07,0.02,6,0.52,-0.64,0.14,0.01,6,0.17,-1.74,0.08,0.02,6,0.49,-0.71,0.2,0.02,6,0.18,-1.69,Q10RR,ac,0.693147181,0.086734694,ml/g-0.8/h,"sealevel, old name: Rana erythraea"
143,Limnonectes_magnus,p054_o,NA,NA,Chordata,Amphibia,Anura,Ranidae,Limnonectes,magnus,f,w,a,"Palimpinan, Phillipines",9.3167,123.3,1,8,rest_MR,MR,rest,20,30,0.1,0.02,6,0.52,-0.66,0.18,0.02,6,0.27,-1.3,0.08,0.02,6,0.61,-0.49,0.17,0.02,6,0.29,-1.24,Q10RR,ac,0.587786665,0.052345679,ml/g-0.8/h,"150 m elevation, old names: Rana magna"
144,Taricha_granulosa,p054_o,NA,NA,Chordata,Amphibia,Caudata,Salamandridae,Taricha,granulosa,t,c,a,Oregon,45.5,-122.9,1,7,rest_MR,MR,rest,5,20,12.8,2.5,9,0.59,-0.53,59.9,2.6,9,0.13,-2.04,11.1,0.7,9,0.19,-1.67,44.8,1.2,9,0.08,-2.52,Q10RR,ac,1.028820889,0.017791567,ul/g/h,NA
145,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,5,10,0.72,0.15,6,0.51,-0.67,1.1,0.15,7,0.36,-1.02,0.85,0.15,7,0.47,-0.76,1.2,1,7,2.2,0.79,Q10RR,ac,0.847628494,0.247991276,umol/h,NA
146,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,5,15,0.72,0.15,6,0.51,-0.67,2.1,0.15,7,0.19,-1.67,0.8,0.15,7,0.5,-0.7,2.4,0.15,6,0.15,-1.88,Q10RR,ac,1.070441412,0.048504819,umol/h,NA
147,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,5,20,0.72,0.15,6,0.51,-0.67,3.2,0.15,7,0.12,-2.09,0.8,0.15,7,0.5,-0.7,3.2,0.15,7,0.12,-2.09,Q10RR,ac,0.994436585,0.020266686,umol/h,NA
148,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,10,15,1.2,1,7,2.2,0.79,2.2,0.15,6,0.17,-1.79,1.6,0.15,7,0.25,-1.39,2.4,0.15,6,0.15,-1.88,Q10RR,ac,1.212271607,2.796372819,umol/h,NA
149,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,10,20,1.2,1,7,2.2,0.79,3.5,0.15,5,0.1,-2.35,1.2,0.15,7,0.33,-1.11,3.2,0.15,7,0.12,-2.09,Q10RR,ac,1.070441412,0.696281179,umol/h,NA
150,Bolitoglossa_subpalmata,p054_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Bolitoglossa,subpalmata,t,w,a,"La Georgina, Costa Rica",9.566667,-83.75,1,20,rest_MR,MR,rest,15,20,2.4,0.15,6,0.15,-1.88,2.9,0.15,7,0.14,-1.99,2.4,0.15,4,0.13,-2.08,3.2,0.15,7,0.12,-2.09,Q10RR,ac,0.378483999,0.026326546,umol/h,NA
151,Melanotaenia_duboulayi,p055_o,NA,NA,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,duboulayi,f,w,a,SE Queensland,27.45,153.65,1,42,sprint,swim,sprint,15,25,20.5,0.7,40,0.22,-1.53,28,0.6,40,0.14,-2,21,0.5,40,0.15,-1.89,26,1.2,40,0.29,-1.23,Q10RR,ac,0.311779624,0.001625156,NA,NA
152,Paratya_australiensis,p055_o,NA,NA,Arthropoda,Malacostraca,Decapoda,Atyidae,Paratya,australiensis,f,w,a,SE Queensland,27.45,153.65,1,42,sprint,swim,sprint,15,25,22,1,40,0.29,-1.25,32,1,40,0.2,-1.62,17.5,0.5,40,0.18,-1.71,23,0.7,40,0.19,-1.65,Q10RR,ac,0.374693449,0.003042678,NA,NA
153,Enithares_sp,p055_o,NA,NA,Arthropoda,Insecta,Hemiptera,Notonectidae,Enithares,sp,f,w,a,SE Queensland,27.45,153.65,1,42,sprint,swim,sprint,15,25,50,2,80,0.36,-1.03,63,3,80,0.43,-0.85,52,2,80,0.34,-1.07,62,1,80,0.14,-1.94,Q10RR,ac,0.231111721,0.003867574,cm/s,NA
154,Bufo_woodhousii,p056_o,NA,NA,Chordata,Amphibia,Anura,Bufonidae,Bufo,woodhousii,f,w,a,"Denton, Texas",33.216389,-97.129167,1,21,rest_MR,MR,rest,10,15,18.9,1,40,0.33,-1.09,24.8,2.9,36,0.7,-0.35,18.9,1.8,40,0.6,-0.51,39.5,6.5,36,0.99,-0.01,Q10RR,ac,0.543363462,0.065893524,ul/g/h,NA
155,Bufo_woodhousii,p056_o,NA,NA,Chordata,Amphibia,Anura,Bufonidae,Bufo,woodhousii,f,w,a,"Denton, Texas",33.216389,-97.129167,1,21,rest_MR,MR,rest,10,20,18.9,1,40,0.33,-1.09,60.6,4.4,40,0.46,-0.78,22.5,1.5,40,0.42,-0.86,68.1,7.8,40,0.72,-0.32,Q10RR,ac,1.165132971,0.008071288,ul/g/h,NA
156,Bufo_woodhousii,p056_o,NA,NA,Chordata,Amphibia,Anura,Bufonidae,Bufo,woodhousii,f,w,a,"Denton, Texas",33.216389,-97.129167,1,21,rest_MR,MR,rest,10,25,18.9,1,40,0.33,-1.09,130.8,9.8,36,0.45,-0.8,15.4,0.9,36,0.35,-1.05,39.7,1.8,40,0.29,-1.25,Q10RR,ac,1.289671678,0.003739116,ul/g/h,NA
157,Bufo_woodhousii,p056_o,NA,NA,Chordata,Amphibia,Anura,Bufonidae,Bufo,woodhousii,f,w,a,"Denton, Texas",33.216389,-97.129167,1,21,rest_MR,MR,rest,15,20,39.5,6.5,6,0.4,-0.91,64.6,4.3,36,0.4,-0.92,43,4.2,40,0.62,-0.48,68.1,7.8,40,0.72,-0.32,Q10RR,ac,0.983827478,0.126038756,ul/g/h,NA
158,Desmognathus_ochrophaeus,p057_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,10,16.19,1.34,41,0.53,-0.63,21.88,1.3,21,0.27,-1.3,25.57,2,38,0.48,-0.73,29.39,1.8,25,0.31,-1.18,Q10RR,ac,0.60235842,0.041522163,ul/g/h,NA
159,Desmognathus_ochrophaeus,p057_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,15,16.19,1.34,41,0.53,-0.63,44.49,1.2,44,0.18,-1.72,23.98,1.2,45,0.34,-1.09,35.96,1.4,43,0.26,-1.37,Q10RR,ac,1.010870677,0.007577907,ul/g/h,NA
160,Desmognathus_ochrophaeus,p057_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,20,16.19,1.34,41,0.53,-0.63,68.1,1.1,31,0.09,-2.41,20.38,1.3,39,0.4,-0.92,55.44,2,36,0.22,-1.53,Q10RR,ac,0.957722297,0.003160582,ul/g/h,NA
161,Desmognathus_ochrophaeus,p057_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,10,20,29.39,1.8,25,0.31,-1.18,72.71,1.5,38,0.13,-2.06,20.2,1.1,32,0.31,-1.18,55.44,2,36,0.22,-1.53,Q10RR,ac,0.905824446,0.004176582,ul/g/h,NA
162,Desmognathus_ochrophaeus,p057_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,15,20,35.96,1.4,43,0.26,-1.37,61.24,1.2,33,0.11,-2.18,29.03,0.8,40,0.17,-1.75,55.44,2,36,0.22,-1.53,Q10RR,ac,1.064786722,0.00759871,ul/g/h,NA
163,Desmognathus_fuscus,p058_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,10,16.91,1.37,28,0.43,-0.85,22.49,0.9,28,0.21,-1.55,24.59,1.33,43,0.35,-1.04,31.42,1.5,33,0.27,-1.29,Q10RR,ac,0.570331206,0.032660807,ul/g/h,NA
164,Desmognathus_fuscus,p058_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,15,16.91,1.37,28,0.43,-0.85,33.83,1.61,27,0.25,-1.4,24.66,1.18,43,0.31,-1.16,34.38,1.3,29,0.2,-1.59,Q10RR,ac,0.69344282,0.008828672,ul/g/h,NA
165,Desmognathus_fuscus,p058_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,5,20,16.91,1.37,28,0.43,-0.85,57.31,1.3,25,0.11,-2.18,20.79,1.1,28,0.28,-1.27,50.71,1.83,29,0.19,-1.64,Q10RR,ac,0.81371331,0.003145923,ul/g/h,NA
166,Desmognathus_fuscus,p058_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,10,20,31.42,1.5,33,0.27,-1.29,69.2,1.6,21,0.11,-2.24,22.39,1.1,23,0.24,-1.45,50.71,1.83,29,0.19,-1.64,Q10RR,ac,0.78955623,0.002813734,ul/g/h,NA
167,Desmognathus_fuscus,p058_o,NA,NA,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,t,w,a,NE Ohio,40.5,-82.5,1,21,rest_MR,MR,rest,15,20,34.38,1.3,29,0.2,-1.59,60.57,2.7,23,0.21,-1.54,22.39,1.5,23,0.32,-1.14,50.71,1.83,29,0.19,-1.64,Q10RR,ac,1.132649442,0.013667461,ul/g/h,NA
168,Cyprinus_carpio,p059_o,NA,NA,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,f,c,a,"Humberside, England",53.6,-0.5,1,30,ATPase,Ca ATPase,muscle SR,8,20,93,8,5,0.19,-1.65,206,27,5,0.29,-1.23,58,5,5,0.19,-1.65,161,11,5,0.15,-1.88,Q10RR,ac,0.662730563,0.01706841,nmol p/mg/min,NA
169,Pagothenia_borchgrevincki,p060_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,m,w,a,"Ross Sea, Antarctica",77.85,166.65,1,30,cardiac,cardiac output,rest,-1,4,22.5,3,8,0.38,-0.98,37,6,8,0.46,-0.78,31,3,8,0.27,-1.3,24.5,2,8,0.23,-1.47,Q10RR,ac,0.994805207,0.176297379,mml/min kg,NA
170,Pagothenia_borchgrevincki,p060_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,m,w,a,"Ross Sea, Antarctica",77.85,166.65,1,30,cardiac,cardiac output,max,-1,4,60,10,8,0.47,-0.75,60.5,8,8,0.37,-0.98,43,5,8,0.33,-1.11,53,7,8,0.37,-0.98,Q10RR,ac,0.016597606,0.181051689,mml/min kg,NA
171,Pagothenia_borchgrevincki,p060_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,m,w,a,"Ross Sea, Antarctica",77.85,166.65,1,30,cardiac,HR,rest,-1,4,19,1,8,0.15,-1.9,34,2,8,0.17,-1.79,20.5,1.5,8,0.21,-1.58,20.5,4,8,0.55,-0.59,Q10RR,ac,1.163843091,0.024921163,NA,NA
172,Pagothenia_borchgrevincki,p060_o,NA,NA,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,m,w,a,"Ross Sea, Antarctica",77.85,166.65,1,30,cardiac,HR,max,-1,4,28,1,8,0.1,-2.29,36,1,8,0.08,-2.54,29,1,8,0.1,-2.33,41.5,2,8,0.14,-1.99,Q10RR,ac,0.502628857,0.008188461,NA,NA
173,Orconectes_virilis,p061_o,NA,NA,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,virilis,f,c,a,Wisconsin,44.5,-89.5,1,14,metabolic_enzyme,PFK,muscle,5,25,0.02,0,5,0.14,-1.97,0.11,0,5,0.02,-3.85,0.01,0,5,0.19,-1.68,0.07,0,5,0.03,-3.49,Q10RR,ac,0.852374046,0,umole/min/mg,NA
174,Orconectes_virilis,p061_o,NA,NA,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,virilis,f,c,a,Wisconsin,44.5,-89.5,1,14,metabolic_enzyme,PFK,muscle,5,15,0.02,0,5,0.14,-1.97,0.05,0,5,0.04,-3.15,0.02,0,5,0.15,-1.9,0.04,0,5,0.06,-2.86,Q10RR,ac,0.916290732,0,umole/min/mg,NA
175,Orconectes_virilis,p061_o,NA,NA,Arthropoda,Malacostraca,Decapoda,Cambaridae,Orconectes,virilis,f,c,a,Wisconsin,44.5,-89.5,1,14,metabolic_enzyme,PFK,muscle,15,25,0.04,0,5,0.06,-2.86,0.09,0,5,0.02,-3.7,0.04,0,5,0.06,-2.78,0.07,0,5,0.03,-3.49,Q10RR,ac,0.810930216,0,umole/min/mg,NA
176,Discoglossus_pictus,p062_o,NA,NA,Chordata,Amphibia,Anura,Discoglossidae,Discoglossus,pictus,f,w,j,"Madrid, Spain",40.4,-3.683333,1,30,rest_MR,MR,rest,10,29,0.1,0.01,5,0.16,-1.8,0.23,0.02,5,0.19,-1.64,0.09,0.01,4,0.16,-1.8,0.23,0.02,4,0.18,-1.73,Q10RR,ac,0.438373223,0.004864664,ul/mg/min,NA
177,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,COX,"muscle, mixed",20,29,4.2,0.5,8,0.34,-1.09,4.8,0.6,8,0.35,-1.04,4.8,0.8,9,0.5,-0.69,6.2,1.2,9,0.58,-0.54,Q10RR,ac,0.148368214,0.036786834,NA,NA
178,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,COX,liver,20,29,14.7,1.1,8,0.21,-1.55,7.5,0.9,8,0.34,-1.08,8.3,1.2,9,0.43,-0.84,9.8,1.2,9,0.37,-1,Q10RR,ac,-0.747716081,0.024690764,NA,NA
179,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,COX,heart,20,29,7.5,1,8,0.38,-0.98,6.9,1.3,8,0.53,-0.63,8.1,0.7,9,0.26,-1.35,10.7,1.2,9,0.34,-1.09,Q10RR,ac,-0.092646232,0.065771015,NA,NA
180,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,CS,"muscle, mixed",20,29,2.8,0.5,8,0.51,-0.68,5.2,0.7,8,0.38,-0.97,3,0.6,9,0.6,-0.51,8.3,1.4,9,0.51,-0.68,Q10RR,ac,0.687821343,0.061739576,NA,NA
181,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,CS,liver,20,29,3,0.6,8,0.57,-0.57,4.4,0.8,8,0.51,-0.67,2.7,0.5,9,0.56,-0.59,5.6,0.6,9,0.32,-1.13,Q10RR,ac,0.425546947,0.090194878,NA,NA
182,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,CS,heart,20,29,9.9,1.3,8,0.37,-0.99,8.1,2.4,8,0.84,-0.18,11.4,0.6,9,0.16,-1.85,16.4,1.4,9,0.26,-1.36,Q10RR,ac,-0.222967439,0.129672387,NA,NA
183,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,LDH,"muscle, mixed",20,29,287.7,29.2,8,0.29,-1.25,313.1,37.5,8,0.34,-1.08,214.8,27.5,9,0.38,-0.96,364.7,40.71,9,0.33,-1.09,Q10RR,ac,0.094004842,0.030427184,NA,NA
184,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,LDH,liver,20,29,157.9,16,8,0.29,-1.25,264.9,24.5,8,0.26,-1.34,123.8,7.6,9,0.18,-1.69,219.1,25.8,9,0.35,-1.04,Q10RR,ac,0.574878306,0.023236716,NA,NA
185,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,metabolic_enzyme,LDH,heart,20,29,162.2,21.6,8,0.38,-0.98,245.8,25.3,8,0.29,-1.23,117.4,7.5,9,0.19,-1.65,252,32.4,9,0.39,-0.95,Q10RR,ac,0.461875617,0.034973316,NA,NA
186,Crocodylus_porosus,p063_o,NA,NA,Chordata,Reptilia,Crocodilia,Crocodilidae,Crocodylus,porosus,f,c,j,"Darwin, Australia",12.45,130.86,1,33,endurance,swim,sustained,20,29,1.03,0.02,8,0.05,-2.9,0.68,0.01,8,0.04,-3.18,0.65,0.02,9,0.07,-2.67,1.11,0.01,9,0.03,-3.61,Q10RR,ac,-0.461356981,0.000732471,NA,NA
188,Gadus_morhua,p065_o,NA,NA,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,m,w,j,"_istilfj_r_ur, Iceland",66.6,15.8,1,76,rest_MR,MR,rest,4,12.6,19.7,0.99,29,0.27,-1.31,98.16,3.14,30,0.18,-1.74,5.63,0.17,30,0.17,-1.79,14.38,0.46,30,0.17,-1.75,Q10RR,ac,1.867418796,0.004798154,NA,NA
189,Gadus_morhua,p065_o,NA,NA,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,m,w,j,"Selvogsbanki, Iceland",63.5,21.5,1,76,rest_MR,MR,rest,4,12.6,20.63,2.08,12,0.35,-1.05,57.52,13.45,10,0.74,-0.3,6.88,2.05,30,1.64,0.49,21.57,0.97,30,0.25,-1.4,Q10RR,ac,1.192309752,0.087672737,NA,NA
190,Gambusia_holbrooki,p066_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,a,"Sydney, Australia",33.35,151.2,1,28,sprint,swim,sprint,15,25,20.9,1.6,25,0.38,-0.96,20.64,1.24,25,0.3,-1.2,13.88,0.95,25,0.34,-1.07,19.66,1.08,25,0.27,-1.29,Q10RR,ac,-0.012518218,0.00946998,NA,NA
191,Gambusia_holbrooki,p066_o,NA,NA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,holbrooki,f,w,a,"Sydney, Australia",33.35,151.2,1,28,endurance,swim,sustained,15,25,4.81,0.34,15,0.27,-1.3,6.38,0.57,15,0.35,-1.06,3.87,0.2,15,0.2,-1.61,7.62,0.75,15,0.38,-0.96,Q10RR,ac,0.282471013,0.012978459,NA,NA
192,Macquaria_novemaculeata,p066_o,NA,NA,Chordata,Actinopterygii,Perciformes,Percichthyidae,Macquaria,novemaculeata,f,c,j,"Palmers Island, NSW, Australia",29.45,153.35,1,28,sprint,swim,sprint,15,25,23.2,1.42,14,0.23,-1.47,26.3,1.7,14,0.24,-1.42,16.22,0.99,14,0.23,-1.48,27.95,1.69,14,0.23,-1.49,Q10RR,ac,0.125416661,0.007924456,NA,NA
193,Macquaria_novemaculeata,p066_o,NA,NA,Chordata,Actinopterygii,Perciformes,Percichthyidae,Macquaria,novemaculeata,f,c,j,"Palmers Island, NSW, Australia",29.45,153.35,1,28,endurance,swim,sustained,15,25,5.45,0.34,14,0.23,-1.45,6.55,0.21,14,0.12,-2.12,4.47,0.36,14,0.3,-1.2,7.4,0.38,14,0.19,-1.65,Q10RR,ac,0.183849441,0.00491984,NA,NA
194,Gasterosteus_aculeatus,p067_o,NA,NA,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,f,w,j,":isle-Verte, Quebec, Canada",48,69.35,1,77,metabolic_enzyme,CS,"muscle, axial",8,23,6,0.11,7,0.05,-3,9.5,0.19,7,0.05,-2.94,3.6,0.19,7,0.14,-1.97,5.5,0.57,7,0.27,-1.3,Q10RR,ac,0.306354886,0.00032716,NA,NA
195,Gasterosteus_aculeatus,p067_o,NA,NA,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,f,w,j,":isle-Verte, Quebec, Canada",48,69.35,1,77,metabolic_enzyme,CS,"muscle, pectoral",8,23,22,0.76,7,0.09,-2.4,34,1.89,7,0.15,-1.92,17,1.89,7,0.29,-1.22,26,1.89,7,0.19,-1.65,Q10RR,ac,0.290212048,0.001903751,NA,NA
196,Gasterosteus_aculeatus,p067_o,NA,NA,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,f,w,j,":isle-Verte, Quebec, Canada",48,69.35,1,77,metabolic_enzyme,LDH,"muscle, axial",8,23,125,15.12,7,0.32,-1.14,225,22.68,7,0.27,-1.32,90,11.34,7,0.33,-1.1,160,18.9,7,0.31,-1.16,Q10RR,ac,0.391857777,0.01101865,NA,NA
197,Gasterosteus_aculeatus,p067_o,NA,NA,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,f,w,j,":isle-Verte, Quebec, Canada",48,69.35,1,77,metabolic_enzyme,LDH,"muscle, pectoral",8,23,46,9.45,7,0.54,-0.61,70,9.45,7,0.36,-1.03,23,1.89,7,0.22,-1.53,38,3.02,7,0.21,-1.56,Q10RR,ac,0.279902564,0.026857089,NA,NA
